year,country,from_start,dist_yearly
1992,PR,0.7311827956989247,0.6396396396396397
1993,PR,0.7547169811320755,0.6434782608695652
1994,PR,0.7244897959183674,0.5315315315315315
1995,PR,0.6991150442477876,0.5409836065573771
1996,PR,0.7699115044247787,0.556390977443609
1997,PR,0.7622950819672131,0.5151515151515151
1998,PR,0.7540983606557377,0.4744525547445255
1999,PR,0.7878787878787878,0.4755244755244755
2000,PR,0.7459016393442623,0.46853146853146854
2001,PR,0.7559055118110236,0.46099290780141844
2002,PR,0.7769230769230769,0.4726027397260274
2003,PR,0.7638888888888888,0.4716981132075472
2004,PR,0.7588652482269503,0.42073170731707316
2005,PR,0.7164179104477612,0.4088050314465409
2006,PR,0.7857142857142857,0.3939393939393939
2007,PR,0.7707006369426752,0.375
2008,PR,0.7449664429530202,0.3468208092485549
2009,PR,0.7639751552795031,0.3502824858757062
2010,PR,0.7848101265822784,0.3858695652173913
2011,PR,0.7346938775510204,0.4044943820224719
2012,PR,0.7701863354037267,0.3888888888888889
2013,PR,0.7483870967741936,0.35359116022099446
2014,PR,0.7650602409638554,0.3149171270718232
2015,PR,0.7700534759358288,0.2777777777777778
2016,PR,0.7821229050279329,0.23
2017,PR,0.7630057803468208,0.31
2018,PR,0.7771428571428571,0.2694300518134715
2019,PR,0.7670454545454546,0.2893401015228426
2020,PR,0.7597765363128491,0.23076923076923078
2021,PR,0.7714285714285715,0.2676767676767677
2022,PR,0.7653631284916201,0.29
1970,PS,0.0,
1971,PS,1.0,1.0
1973,PS,1.0,1.0
1974,PS,1.0,0.75
1975,PS,1.0,1.0
1976,PS,1.0,1.0
1977,PS,1.0,0.6666666666666666
1978,PS,1.0,0.0
1979,PS,1.0,1.0
1980,PS,1.0,1.0
1981,PS,1.0,0.5
1982,PS,1.0,0.5
1983,PS,1.0,0.5
1984,PS,1.0,1.0
1985,PS,1.0,1.0
1986,PS,1.0,0.8666666666666667
1987,PS,1.0,0.8
1988,PS,1.0,0.8461538461538461
1989,PS,1.0,0.8571428571428571
1990,PS,1.0,0.9333333333333333
1991,PS,1.0,0.9
1992,PS,1.0,0.9166666666666666
1993,PS,1.0,0.6666666666666666
1994,PS,1.0,0.9444444444444444
1995,PS,1.0,0.8095238095238095
1996,PS,1.0,0.8260869565217391
1997,PS,1.0,0.8076923076923077
1998,PS,1.0,0.7
1999,PS,1.0,0.7352941176470589
2000,PS,0.9705882352941176,0.7777777777777778
2001,PS,1.0,0.7755102040816326
2002,PS,1.0,0.6956521739130435
2003,PS,1.0,0.6885245901639344
2004,PS,1.0,0.6
2005,PS,1.0,0.6515151515151515
2006,PS,0.9777777777777777,0.6911764705882353
2007,PS,0.9833333333333333,0.6
2008,PS,0.9833333333333333,0.5882352941176471
2009,PS,0.9841269841269841,0.6179775280898876
2010,PS,0.9876543209876543,0.6285714285714286
2011,PS,0.9878048780487805,0.5826086956521739
2012,PS,0.9894736842105263,0.5952380952380952
2013,PS,0.990990990990991,0.5390070921985816
2014,PS,0.9918032786885246,0.477124183006536
2015,PS,0.991304347826087,0.4407894736842105
2016,PS,0.9918032786885246,0.45098039215686275
2017,PS,0.9920634920634921,0.41025641025641024
2018,PS,0.9918032786885246,0.42038216560509556
2019,PS,0.9928057553956835,0.36875
2020,PS,0.993421052631579,0.3465909090909091
2021,PS,0.9932432432432432,0.3146067415730337
2022,PS,0.993421052631579,0.3050847457627119
1970,PT,0.0,
1971,PT,0.7009345794392523,0.7009345794392523
1972,PT,0.7222222222222222,0.7307692307692307
1973,PT,0.6545454545454545,0.5789473684210527
1974,PT,0.6037735849056604,0.5432098765432098
1975,PT,0.6605504587155964,0.6024096385542169
1976,PT,0.6826923076923077,0.6363636363636364
1977,PT,0.7563025210084033,0.6790123456790124
1978,PT,0.6754385964912281,0.6847826086956522
1979,PT,0.6470588235294118,0.6862745098039216
1980,PT,0.6076923076923076,0.5982905982905983
1981,PT,0.632,0.5254237288135594
1982,PT,0.627906976744186,0.5833333333333334
1983,PT,0.6015037593984962,0.5317460317460317
1984,PT,0.648854961832061,0.4959349593495935
1985,PT,0.6232876712328768,0.5185185185185185
1986,PT,0.6275862068965518,0.5100671140939598
1987,PT,0.6357615894039735,0.4557823129251701
1988,PT,0.5789473684210527,0.4258064516129032
1989,PT,0.6133333333333333,0.39215686274509803
1990,PT,0.6390532544378699,0.4146341463414634
